level,grammar,listening,vocab,g_gap,l_gap,v_gap,trend_g,trend_l,trend_v,weak_grammar,weak_listening,weak_vocab,severity
5.0,0.86558324,0.8993011,0.8494968,0.005877125,-0.02784073,0.021963604,-0.017083881,-0.1814715,0.15387657,0,0,0,0
3.0,0.78389657,0.7370752,0.58336216,-0.082451925,-0.035630543,0.11808247,0.08161409,-0.11054844,5.5390727e-05,0,0,0,1
4.0,0.711417,0.79669535,0.5467406,-0.026466016,-0.111744374,0.13821039,-0.1045654,0.13128664,0.08421231,0,0,0,2
5.0,0.8219751,0.22943719,0.72683704,-0.22922534,0.36331257,-0.13408725,0.045476045,0.0011952267,0.073215246,0,1,0,1
4.0,0.41019264,0.8253199,0.56063414,0.18852293,-0.22660433,0.038081404,-0.003769525,0.08646529,-0.0043727597,1,0,0,1
6.0,1.0,0.9805407,0.86777997,-0.05055977,-0.031100482,0.08166025,0.068161614,-0.13669015,-0.008897684,0,1,0,0
5.0,0.8577231,0.67780906,0.75181943,-0.09527256,0.084641464,0.010631102,-0.25021622,-0.038935047,-0.005784866,0,0,0,1
3.0,0.4931462,0.2642726,0.27838138,-0.1478795,0.080994144,0.06688535,-0.20755447,0.024803955,-0.016311986,1,1,1,2
6.0,0.9661291,1.0,0.9364187,0.0013868182,-0.032484066,0.031097248,-0.15670618,-0.10191851,-0.13471016,0,0,1,0
3.0,0.31642735,0.32167754,0.38946632,0.026096383,0.020846201,-0.046942584,0.102824315,-0.054272365,0.03727674,1,1,1,1
1.0,0.256057,0.22032614,0.22343758,-0.022783427,0.012947427,0.009835999,-0.12046711,0.05712962,0.08101997,1,1,1,2
2.0,0.50090736,0.4138796,0.49534243,-0.030864224,0.05616352,-0.025299296,-0.14693475,0.07058195,-0.0858048,1,1,1,1
4.0,0.7187673,0.3938915,0.66857845,-0.12502155,0.19985424,-0.07483269,-0.024856687,0.020373773,-0.0661579,0,1,0,1
2.0,0.29905722,0.20099336,0.2592204,-0.045966897,0.05209697,-0.006130076,0.16959201,-0.03536568,-0.10107444,1,1,1,2
4.0,0.62388206,0.74469626,0.52520114,0.007377773,-0.11343642,0.10605865,-0.081019945,0.00018861296,-0.056546587,0,0,1,1
3.0,0.7222176,0.41783378,0.48626438,-0.18011238,0.12427149,0.055840887,-0.090624124,-0.14381161,-0.13381757,1,1,0,1
3.0,0.39925647,0.37643754,0.24199834,-0.060025685,-0.037206754,0.09723244,0.06400496,0.15502614,-0.08074394,1,1,1,2
1.0,0.08913527,0.0,0.028876415,-0.04979804,0.03933723,0.010460813,-0.022479031,-0.17870013,0.054741226,1,0,1,2
5.0,0.8681594,0.99560523,0.93941814,0.066234834,-0.06121096,-0.005023873,-0.009055888,0.12662421,-0.11147225,0,0,1,0
3.0,0.38272682,0.48207083,0.5586145,0.09174391,-0.0076001124,-0.084143795,-0.08223386,-0.21888487,-0.039541792,0,1,0,1
1.0,0.24396789,0.17432097,0.0,-0.10453827,-0.034891345,0.13942961,-0.012813176,-0.06530406,0.03295342,1,0,1,2
3.0,0.4029671,0.3590327,0.70656043,0.08655297,0.13048737,-0.21704035,-0.29372105,0.013157352,0.022888586,1,1,0,1
3.0,0.6191327,0.52388704,0.65949994,-0.018292837,0.07695287,-0.058660034,0.0063895173,-0.09997464,0.041586336,0,1,0,1
4.0,0.5135842,0.6716841,0.51497877,0.053164806,-0.10493505,0.051770248,-0.15531914,-0.17132501,0.027476672,1,0,1,1
3.0,0.2670102,0.29268622,0.41338462,0.05735013,0.03167413,-0.08902426,0.10401242,-0.124455936,-0.015956393,1,1,1,2
1.0,0.18550058,0.21868365,0.0,-0.050772496,-0.08395558,0.13472807,0.062127978,-0.070293464,-0.1596565,1,1,1,2
5.0,0.6627075,0.61167145,0.8025382,0.02959821,0.080634266,-0.11023248,0.060231883,-0.009460901,7.8205805e-05,0,1,0,1
3.0,0.038601648,0.26083127,0.3702672,0.18463172,-0.037597895,-0.14703383,0.15545219,-0.044403568,-0.089419685,1,1,1,2
1.0,0.14551707,0.25758797,0.11104719,0.025867008,-0.08620389,0.060336884,0.22630881,-0.026874753,0.04427796,1,1,1,2
5.0,0.9776325,0.95142436,0.7317038,-0.090712294,-0.06450411,0.1552164,-0.0020094542,0.03322526,-0.07119256,1,0,0,0
4.0,0.6979606,0.8690695,0.76816785,0.080438726,-0.09067019,0.010231467,-0.007356057,0.05677346,0.089627996,0,1,0,0
4.0,0.49458477,0.80711174,0.47791228,0.098618165,-0.2139088,0.11529065,0.05802618,-0.05336088,-0.017264193,0,0,1,1
3.0,0.67756236,1.0,0.6792937,0.10805631,-0.21438132,0.10632501,0.041892603,0.025480079,0.03571576,0,0,0,1
3.0,0.6369127,0.29446083,0.5177384,-0.15387541,0.18857649,-0.03470108,-0.25955495,-0.14941077,0.04894879,0,1,0,1
3.0,0.73711187,0.5794164,0.72142017,-0.05779571,0.099899754,-0.042104047,-0.044192705,-0.18051784,0.11507625,0,0,1,1
1.0,0.14403854,0.0,0.0064828917,-0.093864724,0.050173808,0.043690916,-0.13271822,-0.095960796,0.04216869,1,1,1,2
2.0,0.4188745,0.4473452,0.02539233,-0.121670485,-0.1501412,0.27181166,0.006106986,0.2794542,-0.07487022,1,1,1,2
6.0,0.92881954,0.8456731,0.7735077,-0.07948612,0.0036603536,0.07582576,0.03393768,-0.008416725,0.074826196,0,0,0,0
4.0,0.5262241,0.73831093,0.7045894,0.13015075,-0.08193613,-0.048214614,-0.024515107,0.0750053,0.030738717,1,0,0,1
3.0,0.521296,0.4466357,0.6153436,0.00646241,0.08112274,-0.08758515,-0.09767338,0.08666372,0.074036084,1,1,1,1
2.0,0.29660037,0.0718875,0.26261848,-0.0862316,0.13848129,-0.05224969,-0.09007749,-0.078562535,-0.021992764,1,1,1,2
4.0,0.6990186,0.5711012,0.92015404,0.031072697,0.15899007,-0.19006278,0.16583234,0.13042359,0.15012333,0,0,0,1
2.0,0.18325743,0.27570322,0.46430644,0.12449827,0.03205247,-0.15655074,-0.2846834,0.016436353,-0.00566911,1,1,1,2
2.0,0.04527768,0.24808598,0.0,0.052510206,-0.15029809,0.09778789,0.2619375,0.07422881,-0.19358549,1,1,1,2
2.0,0.3063672,0.122619495,0.17594206,-0.10472427,0.07902342,0.025700854,0.14682896,-0.02278542,-0.018156428,1,1,1,2
4.0,0.6750686,0.71764743,0.62604475,-0.0021483342,-0.04472716,0.046875495,-0.03877082,0.008019306,-0.090411216,0,0,0,1
4.0,0.62270904,0.5186189,0.63787556,-0.02964119,0.07444894,-0.04480775,0.04295394,0.12297193,-0.047095492,0,0,0,1
1.0,0.0,0.10595865,0.0,0.035319548,-0.070639096,0.035319548,-0.06303576,-0.08826805,-0.04897535,1,1,1,1
1.0,0.0,0.5358239,0.14845929,0.22809438,-0.30772948,0.0796351,-0.06857782,0.005802614,0.015482036,1,1,1,2
4.0,0.6109011,0.69651544,0.5723246,0.01567929,-0.06993508,0.05425579,-0.064240575,-0.015924241,-0.044713486,0,1,0,1
4.0,0.68259966,0.6006294,0.5660875,-0.06616079,0.01580944,0.05035135,-0.08683161,-0.003882636,0.13453527,0,0,1,1
4.0,0.5000144,0.5874883,0.6680835,0.085180975,-0.00229288,-0.0828881,0.044743292,0.050477598,-0.0020653955,1,0,0,1
2.0,0.2894518,0.43763036,0.26543355,0.04138676,-0.106791764,0.06540501,-0.12322738,0.0028559319,-0.04938993,1,1,1,2
4.0,0.6760593,0.856423,0.84392875,0.11607774,-0.064286,-0.051791742,-0.0012159619,-0.02160497,0.1000795,0,0,0,0
6.0,0.9752953,0.90244335,0.9226469,-0.041833457,0.031018483,0.010814973,-0.04202104,0.15949929,0.039310057,0,0,0,0
4.0,0.5451758,0.46066022,0.62794036,-0.0005836457,0.08393189,-0.083348244,0.17493293,0.01909992,-0.15035133,0,0,0,1
2.0,0.3959431,0.21842884,0.3151236,-0.08611126,0.09140301,-0.0052917423,0.07950349,-0.09993878,-0.12875529,1,1,1,2
4.0,0.72401494,0.96600366,0.838225,0.118732944,-0.1232558,0.0045228503,-0.08664625,-0.0007520539,0.16924565,0,0,0,0
2.0,0.44102496,0.30125394,0.34105453,-0.07991381,0.059857186,0.020056628,0.100633204,-0.030596534,-0.02547205,1,1,1,2
1.0,0.5326276,0.60611576,0.30124295,-0.05263216,-0.12612031,0.17875248,0.0098350765,-0.07761203,-0.031930882,1,1,1,2
2.0,0.16337827,0.35955587,0.16113383,0.06464439,-0.13153322,0.06688884,0.07117823,-0.07481317,0.09341733,1,1,1,2
6.0,0.63753945,1.0,1.0,0.24164036,-0.12082018,-0.12082018,0.085447975,-0.0098140165,0.008966165,0,0,0,0
3.0,0.4025177,0.7876869,0.33756372,0.10673839,-0.27843076,0.17169237,-0.17237675,0.048423108,-0.055839602,1,0,1,1
5.0,0.69339776,0.6677349,1.0,0.09364648,0.119309306,-0.21295579,0.043256,-0.13274041,0.005865337,0,1,0,1
3.0,0.37144953,0.32033983,0.10882037,-0.10457961,-0.053469926,0.15804954,-0.03918359,0.027730871,-0.06461514,1,1,1,2
3.0,0.7347096,0.38602608,0.55364925,-0.1765813,0.17210224,0.0044790544,0.1758418,-0.052886926,-0.02619809,0,1,1,1
1.0,0.008297126,0.13051823,0.01394193,0.04262197,-0.079599135,0.03697717,-0.14161389,-0.15739532,-0.02961668,1,1,1,2
4.0,0.6525836,0.5401816,0.7341419,-0.010281249,0.10212078,-0.09183953,0.05622336,0.038254432,0.04116994,1,0,0,0
1.0,0.5475841,0.32383212,0.4711299,-0.10006875,0.12368327,-0.023614516,-0.14306635,0.0028069792,-0.040898826,0,1,1,1
3.0,0.38735944,0.24566661,0.3725093,-0.05218099,0.08951184,-0.037330847,0.18837819,0.024696358,-0.02286025,1,1,1,1
2.0,0.19998921,0.34997326,0.29874086,0.0829119,-0.06707215,-0.015839752,0.022575198,0.08187818,-0.019540196,1,1,1,1
3.0,0.39785635,0.80137146,0.7243535,0.24333741,-0.16017768,-0.08315974,-0.08230093,0.17317566,0.22768134,1,0,0,1
3.0,0.55788773,0.2590112,0.5311034,-0.10855362,0.1903229,-0.081769295,0.11776197,-0.021101888,0.027054338,1,1,1,1
1.0,0.14766744,0.08197479,0.14804332,-0.021772256,0.04392039,-0.022148134,0.1293472,-0.074544206,-0.2912511,1,1,1,2
2.0,0.37457547,0.3316813,0.35577673,-0.020564301,0.022329869,-0.0017655685,0.0030909458,-0.0402496,-0.044674896,1,1,0,2
6.0,1.0,1.0,0.8561556,-0.047948144,-0.047948144,0.09589629,-0.020457271,-0.033626754,-0.12063793,0,0,1,0
1.0,0.1518705,0.41113633,0.09889774,0.06876435,-0.19050147,0.12173712,-0.16036816,-0.085712165,-0.07201311,1,1,1,2
2.0,0.368795,0.19576809,0.3136128,-0.07606971,0.09695721,-0.020887492,-0.13294227,-0.035181787,-0.055004828,1,1,1,2
2.0,0.4668167,0.5300537,0.43828768,0.011569328,-0.051667675,0.04009835,-0.15601452,-0.17919907,-0.17860587,0,0,1,1
3.0,0.49091414,0.38981742,0.3708009,-0.07373665,0.027360072,0.04637658,0.085790895,0.065885305,0.15755841,0,0,1,1
4.0,0.5413054,0.6352795,0.5522212,0.03496327,-0.0590108,0.02404753,0.09198577,0.015262208,0.00086616067,1,0,0,1
2.0,0.3621183,0.550872,0.36810923,0.06491489,-0.12383885,0.058923952,-0.14455144,0.12806295,0.07906094,1,1,1,1
3.0,0.30350524,0.18632595,0.2229236,-0.06592031,0.051258978,0.014661333,0.093586914,-0.11933982,-0.0961948,0,1,1,2
4.0,0.76116526,0.764179,0.5841368,-0.058004916,-0.061018646,0.11902356,-0.0474698,0.13352935,-0.018842092,0,0,0,1
2.0,0.16665296,0.22512339,0.46536306,0.11906018,0.060589746,-0.17964992,-0.098912686,0.053728607,0.04986148,1,1,1,2
6.0,1.0,0.59378415,0.8224429,-0.19459099,0.21162485,-0.017033862,0.04469965,-0.109545805,-0.122667454,0,1,0,0
6.0,0.9861243,1.0,0.93868935,-0.011186422,-0.025062127,0.03624855,-0.014791828,-0.10727632,0.2594155,0,0,0,0
1.0,0.426778,0.3633189,0.34605005,-0.048062347,0.015396753,0.032665595,-0.21400742,-0.00012310683,0.0887233,1,1,1,2
2.0,0.3285471,0.43450025,0.09116922,-0.04380823,-0.1497614,0.19356963,-0.06782867,0.03314009,-0.016645031,1,1,1,2
2.0,0.3859994,0.086565994,0.0,-0.2284776,0.070955805,0.1575218,-0.17287026,0.03683454,-0.10573618,1,1,1,2
2.0,0.37973765,0.4351219,0.41638377,0.03067679,-0.024707457,-0.005969333,-0.20801954,-0.087851144,-0.014332988,1,1,1,2
3.0,0.044593364,0.36567453,0.24205205,0.17284662,-0.14823455,-0.024612065,-0.106492124,0.21093214,-0.24463044,1,1,1,2
4.0,0.68963784,0.40029982,0.5951056,-0.12795675,0.16138127,-0.03342453,-0.028322177,-0.13434358,0.020960119,0,1,0,1
3.0,0.5073561,0.8150929,0.31475157,0.038377408,-0.26935938,0.23098196,-0.16074456,0.105408676,0.12380204,0,0,1,1
2.0,0.14013414,0.0,0.38640794,0.035379887,0.17551403,-0.21089391,-0.033729166,-0.21801528,-0.17309904,1,1,1,2
2.0,0.5083156,0.43885648,0.3939926,-0.06126071,0.008198411,0.053062297,-0.019314121,-0.10298028,-0.08704909,1,1,1,0
6.0,0.57367146,0.90377873,0.8508137,0.2024165,-0.12769076,-0.074725725,0.05582208,0.08685782,-0.093438305,0,1,0,0
6.0,1.0,0.9426704,0.9550101,-0.034106493,0.023223074,0.010883417,-0.022131039,0.17389391,0.11465466,0,0,0,0
1.0,0.47679126,0.43176383,0.3664327,-0.051795334,-0.006767897,0.05856323,0.0422019,0.07808991,0.02034071,1,1,1,2
4.0,0.27638584,0.3934202,0.57445633,0.13836828,0.021333935,-0.15970221,0.04871572,-0.04769915,-0.076507166,1,1,0,1
3.0,0.6627505,0.25919923,0.44377553,-0.20750873,0.19604252,0.011466209,-0.17219931,-0.1443284,-0.025995519,0,1,1,2
4.0,0.54847157,0.76011497,0.68458676,0.11591954,-0.09572385,-0.020195689,0.15063205,0.114556365,0.007960875,1,0,0,1
4.0,0.70137656,0.6947031,0.49851778,-0.06984407,-0.06317065,0.13301471,0.108752824,-0.02869783,-0.13705057,0,0,1,1
5.0,0.6275543,0.91389024,0.89884037,0.18587402,-0.10046193,-0.08541208,-0.043660622,0.14717463,-0.10876507,0,0,1,0
1.0,0.38747862,0.16373485,0.09760411,-0.1712061,0.052537683,0.11866842,-0.13151985,0.076062314,-0.08630902,1,1,1,2
2.0,0.2567388,0.21502444,0.5000164,0.06718775,0.10890211,-0.17608987,0.048107296,0.020987518,-0.114193715,1,0,1,2
6.0,0.97484016,0.92672724,0.89446735,-0.042828593,0.005284349,0.037544243,-0.07801201,-0.082651496,-0.017954951,0,0,0,0
2.0,0.036903307,0.45901206,0.5349007,0.30670205,-0.1154067,-0.19129536,-0.15357837,-0.100528434,-0.10119632,1,1,1,2
1.0,0.3057054,0.11413746,0.34979323,-0.04916003,0.1424079,-0.09324786,-0.07465321,0.021101521,-0.014413775,1,0,1,2
4.0,0.736509,0.9170852,0.7353735,0.05981357,-0.12076262,0.060949042,0.11101483,0.01215186,-0.015442067,0,0,0,0
5.0,0.8262229,0.72897434,0.9009319,-0.0075132074,0.08973539,-0.082222186,0.13895272,0.18220408,0.06093714,0,0,0,0
4.0,0.4900405,0.64251804,0.5635079,0.075314984,-0.077162534,0.0018475534,0.15792806,0.045955267,0.0027614809,1,0,0,1
5.0,0.7709434,0.99561304,0.93807054,0.13059895,-0.094070725,-0.036528222,-0.03373952,0.056619998,-0.19647779,0,1,0,0
4.0,0.8047766,0.9434855,0.58226234,-0.027935132,-0.16664402,0.19457915,-0.022418959,0.15189429,-0.06965313,0,0,1,1
1.0,0.04486544,0.3976938,0.0,0.10265431,-0.25017405,0.14751975,-0.059173714,-0.098989576,0.0012429496,1,0,1,2
4.0,0.47569424,0.5474424,0.48449296,0.026848944,-0.044899173,0.018050227,-0.0839401,0.038752776,0.100260824,0,0,1,1
5.0,0.7647309,0.9327282,0.3850681,-0.07055514,-0.23855248,0.30910763,-0.07781753,-0.080688775,0.094511844,0,0,0,1
5.0,0.6761305,1.0,0.78119415,0.14297774,-0.18089178,0.037914053,-0.05415297,0.0895615,0.119641274,0,0,0,0
2.0,0.39964622,0.024283499,0.010335748,-0.25489107,0.120471664,0.13441941,0.15371546,0.11838842,-0.033691138,0,1,1,2
1.0,0.01217608,0.008925582,0.11120253,0.031925317,0.035175815,-0.067101136,-0.13112324,-0.023094906,0.065938465,1,1,1,2
5.0,0.7926547,0.74580246,0.6949793,-0.04817588,-0.0013236309,0.049499508,0.013375478,-0.17559886,0.17745966,0,0,0,0
2.0,0.23697367,0.3145925,0.29165325,0.044099472,-0.033519376,-0.010580095,0.019256463,0.07472882,0.045965504,0,1,1,2
1.0,0.0,0.19384737,0.17051002,0.121452466,-0.07239491,-0.04905756,0.16186133,0.106552094,-0.0121239405,0,1,0,2
5.0,0.99075335,1.0,1.0,0.0061644306,-0.0030822153,-0.0030822153,0.029698279,-0.06886415,0.055160996,0,0,0,0
3.0,0.6034124,0.5544946,0.7368807,0.02818351,0.077101305,-0.10528481,-0.04900539,-0.08600098,-0.21002865,0,1,0,1
2.0,0.4337923,0.10881088,0.24918433,-0.16986313,0.15511829,0.014744848,-0.12739761,0.06735656,-0.0812228,1,1,1,2
1.0,0.45631018,0.24044278,0.23380437,-0.1461244,0.06974299,0.0763814,-0.12126202,-0.1260291,-0.29200867,1,1,1,2
1.0,0.0,0.13283192,0.0,0.044277303,-0.088554606,0.044277303,-0.051145736,-0.15520076,-0.055697393,1,1,1,2
5.0,0.79747,0.7168525,0.8827701,0.0015608841,0.08217838,-0.08373926,-0.03399276,-0.095198415,-0.09528194,1,0,0,0
3.0,0.6434811,0.6622204,0.690789,0.022015745,0.0032763982,-0.025292143,-0.015513383,-0.05653867,-0.17652406,0,0,0,0
1.0,0.113778085,0.0,0.3848271,0.052423652,0.16620174,-0.21862538,0.013736343,0.0321206,0.015171644,1,1,1,1
3.0,0.20165509,0.50916857,0.38904387,0.16496742,-0.14254606,-0.02242136,-0.1009435,-0.0035727755,-0.096293174,0,1,1,2
2.0,0.2899118,0.31749362,0.14661059,-0.038573135,-0.06615495,0.10472808,0.0007243328,0.067270525,-0.05338299,1,1,1,2
1.0,0.044198506,0.068864845,0.20339914,0.06128899,0.03662265,-0.09791164,0.053950526,0.017099058,0.00076912344,1,1,1,2
2.0,0.1394608,0.43575066,0.44313383,0.19998762,-0.09630223,-0.103685394,-0.22644177,0.108644925,-0.17807764,1,1,1,1
3.0,0.5093905,0.24470016,0.3167977,-0.15242767,0.11226261,0.040165074,-0.008514079,0.08059276,0.040396456,1,1,0,1
2.0,0.31583035,0.35600373,0.29212448,0.0054891785,-0.03468421,0.029195031,0.119962685,-0.13120349,-0.03368138,0,1,1,2
2.0,0.35047576,0.512066,0.21964541,0.010253295,-0.15133695,0.14108366,0.012010476,-0.057287954,0.016073518,1,1,1,2
3.0,0.3736958,0.48481274,0.4384149,0.05861202,-0.052504923,-0.006107094,-0.09284068,0.10782449,-0.11081283,0,1,0,1
3.0,0.59452856,0.3279751,0.2988299,-0.18741736,0.079136096,0.10828126,0.037758652,0.015289375,0.07492904,1,1,1,1
1.0,0.26601416,0.50907475,0.041929208,0.0063252114,-0.23673539,0.23041017,-0.08935035,-0.08035721,-0.045315262,1,1,0,2
1.0,0.2788362,0.16682215,0.0,-0.13028342,-0.018269362,0.14855279,0.056085452,-0.06981193,-0.0317465,1,1,1,2
1.0,0.0173531,0.04250586,0.06794461,0.02524809,9.533122e-05,-0.02534342,-0.0028699862,0.048798032,-0.089415856,1,1,1,2
3.0,0.18861207,0.409432,0.3898807,0.14069618,-0.080123745,-0.060572438,0.15330732,-0.06546451,-0.17552187,1,1,1,2
4.0,0.65741426,0.6250938,0.53579354,-0.051313724,-0.018993272,0.070306994,-0.025713464,0.111963116,-0.013428698,0,0,0,1
1.0,0.055674672,0.10172363,0.17627215,0.055548817,0.0094998535,-0.065048665,-0.0023685459,-0.060150776,0.01805319,1,1,1,2
5.0,0.9348665,0.83576787,0.8453586,-0.062868826,0.036229793,0.026639033,-0.035292525,0.14358278,-0.021328514,0,0,0,0
4.0,0.67733806,0.78024405,0.79521465,0.07359419,-0.029311802,-0.044282388,-0.009015357,0.10686136,-0.105733484,0,0,0,1
1.0,0.4390134,0.30524775,0.25762883,-0.10505008,0.028715573,0.076334506,-0.115958475,-0.085785,-0.07731966,1,1,1,2
1.0,0.08374714,0.28224742,0.3911878,0.16864698,-0.029853296,-0.13879368,0.087801,0.040728353,0.02424924,1,1,1,2
2.0,0.38318047,0.38296506,0.13961057,-0.08126177,-0.08104636,0.16230813,-0.0037666697,-0.16384022,0.041796118,1,1,1,2
1.0,0.12743399,0.16244537,0.21542454,0.04100064,0.0059892675,-0.046989907,-0.040719483,-0.03177018,0.061067484,1,1,0,2
3.0,0.20347409,0.4490712,0.5264544,0.18952581,-0.05607131,-0.1334545,0.05576495,-0.024739495,0.070490636,1,1,1,2
1.0,0.13191742,0.24179216,0.2929541,0.09030381,-0.019570941,-0.07073287,0.11747948,-0.20688538,-0.14684753,1,1,1,2
5.0,0.81565946,0.9266513,0.82789826,0.0410769,-0.06991496,0.028838059,0.21426421,-0.17823845,0.03500906,0,0,1,0
3.0,0.37357667,0.59900784,0.91980875,0.25722107,0.031789903,-0.289011,-0.11824634,0.09507439,0.01364206,1,1,1,1
4.0,0.6686572,0.97328776,0.38200405,0.005992494,-0.2986381,0.2926456,0.052567936,-0.008886766,-0.06528159,1,0,0,1
5.0,0.7971053,0.9875539,0.7730036,0.05544897,-0.13499965,0.079550676,0.08525615,0.013155723,-0.18804581,0,0,0,0
3.0,0.724553,0.5718705,0.665835,-0.07046682,0.08221568,-0.011748862,-0.03429166,-0.050797734,-0.05651672,0,0,0,1
6.0,1.0,1.0,0.85581803,-0.048060663,-0.048060663,0.096121326,-0.063761756,0.12672056,0.17182964,0,0,0,0
6.0,0.82532805,0.93647736,0.90870434,0.06484188,-0.04630745,-0.018534431,0.11570099,-0.15152402,0.028678276,0,0,0,0
3.0,0.37238798,0.4154419,0.29600358,-0.011110155,-0.054164086,0.06527424,-0.119441114,0.055552278,-0.053864017,1,1,1,1
1.0,0.06134847,0.19504616,0.086586654,0.052978624,-0.08071906,0.02774044,0.0008821603,0.1550451,-0.13667955,1,1,1,2
3.0,0.5472032,0.42901695,0.39519092,-0.09006617,0.02812007,0.0619461,-0.092879124,-0.11030788,0.03729965,1,1,0,1
2.0,0.3345539,0.37194085,0.090665676,-0.06883375,-0.106220715,0.17505446,-0.027816245,-0.13072224,0.1243562,1,1,1,2
3.0,0.5196608,0.44105425,0.57910526,-0.0063873255,0.07221917,-0.06583184,-0.17459522,0.016599992,0.032545302,0,0,1,1
3.0,0.5051369,0.71416974,0.57818943,0.09402845,-0.11500437,0.020975914,-0.12689674,0.04516564,-0.14001149,1,0,0,1
3.0,0.3791807,0.5573118,0.3870799,0.0620101,-0.116121,0.054110907,-0.21907082,-0.1551794,-0.12375374,1,1,1,2
5.0,0.6317166,0.67316043,0.9623921,0.12403977,0.082595944,-0.20663571,0.24810395,-0.047947656,-0.1196796,0,0,0,0
2.0,0.5241525,0.2252639,0.49949583,-0.107848436,0.19104019,-0.083191745,-0.17177784,0.10569584,0.18097506,1,1,1,2
3.0,0.18062973,0.56765693,0.32330215,0.17656654,-0.21046068,0.033894125,0.045667436,0.16847566,-0.0060831946,1,1,1,2
2.0,0.34568292,0.25897506,0.08702576,-0.11512168,-0.028413806,0.14353548,-0.11566847,-0.049802676,0.030836036,1,1,1,2
5.0,0.80343443,0.90040284,0.4491426,-0.08577449,-0.18274288,0.26851737,-0.24322669,0.0040058284,0.0058966773,0,0,1,1
4.0,0.6466789,0.7563537,0.74170905,0.06823496,-0.041439783,-0.026795173,0.0069914293,0.018619085,0.035218865,0,0,0,1
1.0,0.24011715,0.40333834,0.0,-0.025631983,-0.18885319,0.21448517,0.21894175,-0.3130085,-0.1203601,1,1,1,2
4.0,0.7289522,0.85352874,0.60486084,0.00016172718,-0.12441481,0.12425308,-0.08663235,-0.08378272,-0.122379705,1,0,1,1
2.0,0.45204198,0.39096314,0.23389967,-0.09307372,-0.03199488,0.12506859,0.15376316,-0.040231694,-0.15480293,0,1,1,2
4.0,0.46812242,0.55326,0.8073097,0.14144161,0.056304015,-0.19774564,0.17699906,0.21011052,-0.016010262,0,1,0,2
4.0,0.78472704,0.8571936,0.63356113,-0.026233127,-0.09869967,0.124932796,-0.11573822,0.03590382,-0.057946775,0,0,0,0
3.0,0.34781042,0.4378261,0.43917406,0.060459767,-0.02955591,-0.030903855,-0.20420825,0.11148364,-0.07835418,1,1,1,1
4.0,0.6187871,0.8080595,0.66356134,0.078015566,-0.111256845,0.033241283,-0.093274206,-0.03633889,-0.00881538,0,0,0,1
5.0,0.5735437,0.5219269,0.649472,0.008103812,0.05972067,-0.067824475,0.08577194,0.020472357,-0.17952576,1,1,0,1
5.0,0.94886875,0.8660273,0.6829102,-0.11626666,-0.033425197,0.14969185,-0.20319228,-0.10936908,-0.1355475,0,0,0,0
3.0,0.45778963,0.33832505,0.3839185,-0.06444524,0.055019353,0.009425893,0.016901663,-0.18251568,0.07935275,0,1,1,1
4.0,0.6146623,0.689828,0.6452115,0.035238292,-0.03992738,0.004689086,-0.0028724135,-0.13055097,0.1181643,0,0,0,0
3.0,0.31623772,0.552219,0.53322774,0.15099043,-0.08499081,-0.06599962,-0.09352616,-0.06734201,0.13351893,1,1,0,1
5.0,0.5257972,0.56934524,0.63694733,0.05156608,0.008017997,-0.059584074,-0.07410789,-0.028502611,-0.042504214,1,0,0,1
5.0,0.84654623,0.76997787,0.8580245,-0.021696726,0.05487168,-0.03317495,-0.026232895,-0.07480657,-0.013514146,0,0,0,0
1.0,0.0,0.21189092,0.4640956,0.22532883,0.013437919,-0.23876676,-0.041076865,-0.27608553,0.08135842,1,1,0,2
2.0,0.42017248,0.37361446,0.32345754,-0.04775767,-0.0011996262,0.048957296,0.1340567,0.034820948,-0.18480423,1,1,1,1
2.0,0.39437553,0.35480565,0.6020479,0.056034163,0.09560406,-0.15163822,-0.06841066,-0.1202171,-0.044509705,1,0,1,1
2.0,0.25528172,0.4619804,0.42956537,0.1269941,-0.079704575,-0.047289535,-0.050070602,-0.033096623,0.01541644,1,1,1,2
3.0,0.33080986,0.4888791,0.22698222,0.018080533,-0.1399887,0.12190817,0.023229765,-0.11065312,-0.057691287,1,1,1,1
2.0,0.6297328,0.47000933,0.50206006,-0.09579875,0.06392475,0.031874005,-0.123857126,0.065200694,0.081001736,1,1,1,1
4.0,0.86407095,0.5341037,0.6749485,-0.1730299,0.15693735,0.01609255,0.15193588,-0.20321871,-0.004318913,0,0,0,1
1.0,0.0,0.0,0.14638467,0.04879489,0.04879489,-0.09758978,-0.1285999,0.030545205,-0.16519004,1,1,1,2
2.0,0.36643785,0.29307798,0.34360662,-0.032063708,0.041296184,-0.009232477,0.015156001,-0.088943906,-0.07164081,1,1,1,1
4.0,0.501063,0.645218,0.36470518,0.0025990598,-0.14155594,0.13895687,-0.051864218,-0.06555923,-0.11909433,1,0,1,1
3.0,0.37865537,0.5252951,0.5495567,0.105846986,-0.0407927,-0.06505429,-0.030004257,-0.027306352,0.08729828,1,0,0,1
3.0,0.59525186,0.44756266,0.4625455,-0.09346517,0.054224007,0.039241165,0.17519954,-0.05367916,0.05296276,1,1,1,1
5.0,0.83273876,0.65868014,0.8304755,-0.058773972,0.11528469,-0.05651072,0.01909365,0.111363456,0.062113944,1,0,0,0
6.0,0.6613597,1.0,1.0,0.22576019,-0.112880096,-0.112880096,-0.071406655,0.051759332,0.07496633,0,0,0,0
