macauhoi,topic,kynang,mucdo,noidung,A,B,C,D,dapandung,giaithich
fb7193ac-93a7-4e62-8731-18725f68b9ef,14,VOCAB,2,The history of what we call cinema today began in the ___________ 19th century.,lately,late,early,next,C,"A. lately /'leɪtli/ (adv): gần đây | B. late /leɪt/ (a): trễ, muộn, cuối | C. early /'ɜ:li/ (a): sớm, đầu | D. next /nekst/ (a): kế tiếp. Tạm dịch: Lịch sử của ngành điện ảnh ngày nay đã bắt đầu từ đầu thế kỉ 19."
965a1981-58ca-45e6-b0b9-6798df14d7f5,21,VOCAB,2,The idea of building a _____ with human intelligence is not only ambitious but also highly unconventional.,robot,corporation,line,road,A,"A. robot /ˈrəʊbɒt/ (n): robot, người máy | B. corporation /ˌkɔːpəˈreɪʃn/ (n): tập đoàn | C. line /laɪn/ (n): đường kẻ | D. road /rəʊd/ (n): con đường. Tạm dịch: Ý tưởng xây dựng một con robot có trí thông minh của con người không chỉ tham vọng mà còn rất độc đáo."
c21eafb0-87dc-4a38-a6a0-a377473b125e,17,VOCAB,2,"The image of _____ Vietnamese women with creativeness, dynamism, success has become popular in Vietnam's society.",contemporary,temporary,permanent,conventional,A,"A. contemporary /kən'tempərəri/ (a): đương thời, đương đại | B. temporary /'tempərəri/ (a): tạm thời | C. permanent /'pɜːmənənt/ (a): vĩnh viễn | D. conventional /kən'venfənəl/ (a): truyền thống. Tạm dịch: Hình ảnh người phụ nữ Việt Nam đương thời với sự sáng tạo, năng động, thành công đã trở nên phổ biến trong xã hội Việt Nam."
d1317a1d-66ae-4dcf-95bd-c1da08c72735,24,GRAMMAR,2,"The International Committee of the Red Cross is a private _____ institution founded in 1863 in Geneva, Switzerland.",human,humanity,humanization,humanitarian,D,"A. human /'hju:mən/ (n): con người | B. humanity /hju:'mænəti/ (n): nhân loại | C. humanization /hju:mənaɪ'zeɪʃən/ (n): sự nhân tính hoá | D. humanitarian /hju:mænɪ'teəriən/ (a): nhân đạo. Tạm dịch: Hội chữ thập đỏ quốc tế là tổ chức nhân đạo tư nhân được thành lập năm 1863 ở Geneva, Switzerland."
0772fe87-3a05-4b90-88e7-52b2aa849b42,24,VOCAB,2,The International Red Cross and Red Crescent _____ occurs once every four years.,Globe,Society,Conference,Nations,C,A. Globe /gləʊb/ (n): toàn cầu | B. Society /səˈsaɪəti/ (n): xã hội | C. Conference /ˈkɒnfərəns/ (n): hội nghị | D. Nations /ˈneɪʃn/ (n): quốc gia. Tạm dịch: Hội chữ thập đỏ quốc tế và hội nghị trăng lưỡi liềm đỏ diễn ra bốn năm một lần.
1c9e8470-6384-49c0-971f-fd960d29942d,24,GRAMMAR,2,"The International Red Cross helps people in need without any discrimination based on _____ race, religion, class or political opinions.",nation,national,nationality,native,C,"A. nation /ˈneɪʃn/ (n): quốc gia | B. national /ˈnæʃnəl/ (a): thuộc quốc gia | C. nationality /ˌnæʃəˈnæləti/ (n): quốc tịch | D. native /ˈneɪtɪv/ (a): bản địa. Tạm dịch: Hội chữ thập đỏ giúp đỡ những người đang cần giúp đỡ mà không phân biệt về quốc tịch, chủng tộc, tôn giáo, tầng lớp hay quan điểm chính trị."
2889b151-88b3-47ec-ba6c-2c724e4a422e,25,GRAMMAR,2,"The Internet and mobile communication is now the most popular means of receiving information and _____ with people through email, instant messaging, apps, search engines, blogs.",interacting,updating,contacting,keeping,A,"A. interacting /ˌɪntərˈæktɪŋ/ (v-ing): tương tác | B. updating /ˌʌpˈdeɪtɪŋ/ (v-ing): cập nhật | C. contacting /ˈkɒntæktɪŋ/ (v-ing): liên lạc | D. keeping /ˈkiːpɪŋ/ (v-ing): giữ, duy trì. Tạm dịch: Internet và việc liên lạc di động bây giờ là kiểu phổ biến nhất để nhận thông tin và tương tác với mọi người thông qua thư điện tử, tin nhắn nhanh, các ứng dụng, những công cụ tìm kiếm, những blog."
9948147e-a036-4f69-b084-6196ed0dd86d,26,VOCAB,2,The intrinsic value of sporting events is _____ to cement the diplomatic ties among _____ Giaoandethitienganh.info _____ nations all over the world.,aggressively,undoubtedly,inconsistently,inadequately,B,"A. agressively /əˈɡresɪvli/ (adv): hung hăng | B. undoubtedly /ʌnˈdaʊtɪdli/ (adv): không còn nghi ngờ gì, chắc chắn | C. inconsistently /ˌɪnkənˈsɪstəntli/ (adv): đầy mâu thuẫn | D. inadequately /ɪnˈædɪkwətli/ (adv): không thỏa đáng Giaoandethitienganh.info. Tạm dịch: Giá trị thực chất của các sự kiện thể thao chắc chắn là để thắt chặt mối quan hệ ngoại giao giữa các nước trên toàn thế giới."
b959e11e-502e-49b4-ae0b-d8d399eba039,25,VOCAB,2,"The _____ involves TV, radio and even electronic forms of communication such as the Internet.",telecommunication,mass,network,press,B,"A. telecommunication /ˌtelikəˌmjuːnɪˈkeɪʃn/ (n): viễn thông | B. mass /mæs/ (n): truyền thông đại chúng | C. network /ˈnetwɜːk/ (n): mạng lưới | D. press /pres/ (n): báo chi. Tạm dịch: Phương tiện truyền thông đại chúng bao gồm vô tuyến, máy thu thanh và thậm chí cả những phương tiện điện tử của giao tiếp như Internet."
5943a84f-420d-4d18-a24f-03180985f695,24,VOCAB,2,The _____ is a legal agreement among the ten ASEAN member states.,charter,motto,policy,principle,A,A. charter /ˈtʃɑːrtər/ (n): hiến chương | B. motto /ˈmɒtəʊ/ (n): khẩu hiệu | C. policy /ˈpɒləsi/ (n): chính sách | D. principle /ˈprɪnsəpl/ (n): nguyên tắc. Tạm dịch: Hiến chương là sự đồng thuận hợp pháp giữa mười nước thành viên của ASEAN.
b4eb0124-bcbc-4279-b0f0-75727ac33fb9,25,VOCAB,2,The issue _____ question is more complex than you think.,in,from,on,at,A,"Cụm từ: in question: vẫn đang thảo luận, tranh cãi. Tạm dịch: vấn đề đang bàn cãi phức tạp hơn bạn nghĩ đấy."
c52454f8-6f7c-4097-b2ca-54cddb324420,22,VOCAB,2,"The latest addiction to trap thousands of people is Internet, which has been _____ for broken relationships, job losses, financial ruin and even one suicide.",accused,mistaken,blamed,faulted,C,"Câu trúc: Be blamed for st/doing st: bị đổ lỗi cho.... Tobe acused of doing smt: bị buộc tội làm gì. Tạm dịch: Thứ gây nghiện mới nhất cho nhiều người là Internet bị đổ lỗi vì đã gây ra tan vỡ các mối quan hệ, mất việc, phá hoại tài chính và thậm chí còn có người tự tử."
c4cb4854-da15-4943-ab90-cb8b107a0987,30,VOCAB,2,The latest in science news is inspirational for a new generation of thinkers who will continue to push the boundaries of human _____,inability,capability,disability,capacitation,B,"A. inability /ˌɪnəˈbɪləti/ (n): sự không có khả năng, sự bất tài | B. capability /ˌkeɪpəˈbɪləti/ (n): khả năng | C. disability /ˌdɪsəˈbɪləti/ (n): sự ốm yếu tàn tật | D. capacitation /kəˌpæsəˈteɪtʃən/ (n): khả năng. Tạm dịch: Tin tức khoa học gần đây nhất là nguồn cảm hứng cho một thế hệ mới của các nhà tư tưởng, những người sẽ tiếp tục nâng khả năng giới hạn của loài người lên cao hơn."
de12809b-16ac-46c6-aa9b-dd1c0419729c,8,VOCAB,2,"The local university has recently ___________ to students several ways to go green, which has had huge impact on the community.",introduced,enacted,passed,enforced,A,"A. introduce /ˌɪntrəˈdjuːs/ (v): giới thiệu | B. enact /ɪˈnækt/ (v): ban hành | C. pass /pɑːs/ (v): thông qua | D. enforce /ɪnˈfɔːs/ (v): bắt buộc. Tạm dịch: Trường đại học địa phương gần đây đã giới thiệu cho sinh viên rất nhiều phương pháp để làm những việc giúp ích cho môi trường, điều này có tác động lớn đến cộng đồng."
77d3f584-b4c7-40a4-bc25-13b9c4c6b9af,9,GRAMMAR,2,The lottery winner was willing to spend a considerable sum of money to ___________ charity to help those in need.,give away,give in,give back,give up,A,"A. give away: cho đi mà không cần nhận lại, tặng. Tạm dịch: Người trúng số sẵn lòng dành một khoản tiền đáng kể tặng cho các hội từ thiện."
792824e6-c8e1-42bf-aadd-c6cce89d9247,11,GRAMMAR,2,The magazine asked its readers to send in their comments about the new style of _________.,present,presentative,presentation,representative,C,"A. present /'prezənt/ (n): hiện tại | B. presentative /prɪ'zentətɪv/ (a): biết trực tiếp sự vật bằng giác quan | C. presentation /,prezən'teɪʃən/ (n): sự trình bày | D. representative /,reprɪ'zentətɪv/ (a): đại diện. Sau giới từ “of” ta cần một danh từ nên loại đáp án B, D. Căn cứ vào nghĩa của câu ta chọn đáp án C. Tạm dịch: Tạp chí này đã yêu cầu người đọc gửi lại bình luận về kiểu trình bày mới."
fde02a94-d1ff-424a-b553-1851cd698111,24,VOCAB,2,The management committee will meet several times this week to reach _____ decisions about the future of the factory.,obvious,direct,brief,sensible,D,A. obvious /ˈɒbviəs/ (a): rõ ràng | B. direct /daɪ'rekt/ (a): trực tiếp | C. brief /bri:f/ (a): nhanh | D. sensible /'sensəbəl/ (a): hợp lí. Tạm dịch: Ban Giám đốc sẽ họp một vài lần trong tuần này để đi tới quyết định hợp lí nhất về tương lai của nhà máy.
dc87181c-9e01-4c29-813c-a2b5a720cb54,20,GRAMMAR,2,The managers said I'd would be on _____ for the first two or three weeks as they wanted to find out if a trainee were able to complete all the given tasks under intense pressure.,testing,inspection,probation,experimentation,C,"A. testing /'testiŋ/ (n): sự thử, sự nghiên cứu | B. inspection /ɪnˈspekʃn/ (n): sự xem xét kỹ lưỡng, kiểm tra, thanh tra | C. probation /prəˈbeɪʃn/ (n): sự thử thách, thử nghiệm, chế độ tù treo | D. experimentation /ɪkˌsperɪmenˈteɪʃn/ (n): sự thí nghiệm, thử nghiệm. Cấu trúc: be on probation: trong thời gian tập sự, quản chế. Tạm dịch: Các nhà quản lý cho biết tôi sẽ tập sự trong hai hoặc ba tuần đầu tiên vì họ muốn tìm hiểu xem liệu một thực tập sinh có thế hoàn thành tất cả các nhiệm vụ được đưa ra dưới áp lực cao hay không."
d2e566eb-3c8a-4f98-bdc3-89fc782767ba,14,GRAMMAR,2,The “Marching song” was adopted as the national ___________ of Viet Nam in 1945.,anthem,song,flag,identity,A,A. anthem /'ænθəm/ (n): bài hát quốc ca. Cấu trúc: national anthem: quốc ca. Tạm dịch: Bài hát “Tiến quân ca” đã được công nhận là bài quốc ca của nước Việt Nam vào năm 1945.
b72ca308-2ff6-4196-ba05-1b57df6c428a,25,VOCAB,2,"The mass media are means of communication, such as books, newspapers, recordings, radio, movies, television, mobile phones and the Internet, that can _____ a large audience.",approach,reach,illustrate,transmit,B,"A. approach /əˈprəʊtʃ/ (v): tiếp cận | B. reach /ri:tʃ/ (v): đạt tới | C. illustrate /ˈɪləstreɪt/ (v): minh họa | D. transmit /trænzˈmɪt/ (v): truyền, dẫn. Tạm dịch: Phương tiện truyền thông đại chúng là phương tiện để giao tiếp như sách vở, báo chí, bài ghi âm, máy thu thanh,những bộ phim, vô tuyến, điện thoại di động và Internet, cái mà đã có được một lượng lớn khán giả."
f12ff7cc-6626-42a6-99d5-8d32b956bf3a,25,VOCAB,2,"The mass media are _____ of communication, such as books, newspapers, recordings, radio, movies, television, mobile phones and the Internet",models.,means,parts,types,B,"A. models /ˈmɒdlz/ (n): mô hình, kiểu mẫu | B. means /mi:nz/ (n): cách thức, phương tiện | C. parts /pɑ:ts/ (n): phần | D. types /taɪpz/ (n): kiểu. Tạm dịch: Phương tiện truyền thông đại chúng ỉà những phương tiện để giao tiếp như sách vở, báo chí, bài ghi âm, máy thu thanh, những bộ phim, điện thoại di động và Internet."
d63376b3-d2ac-415f-9a77-0807856d64c5,24,VOCAB,2,The mission of the Red Cross is also to supervise the _____ of prisoners of war.,education,encouragement,treatment,runaway,C,A. education /ˌedʒuˈkeɪʃn/ (n): sự giáo dục | B. encouragement /ɪnˈkʌrɪdʒmənt/ (n): sự khuyến khích | C. treatment /ˈtriːtmənt/ (n): sự điều trị | D. runaway /ˈrʌnəweɪ/ (n): người bỏ trốn. Tạm dịch: Sứ mệnh của hội chữ thập đỏ là giám sát việc chữa trị cho các tù nhân chiến tranh.
1a01e629-c89b-4295-9c13-fe04b02a6a8f,29,VOCAB,2,"The moon is our dose _____ neighbor, and humans have been exploring its surface ever since they first developed telescopes.",cosmological,cosmic,aeolian,heavenly,B,A. cosmological /ˌkɒzməˈlɒdʒɪkl/ (a): (thuộc) vũ trụ học | B. cosmic /ˈkɒzmɪk/ (a): (thuộc) vũ trụ | C. aeolian /iːˈəʊliən/ (a): thông gió | D. heavenly /ˈhevnli/ (a): trên trời. Tạm dịch: Mặt trăng thì gần với vũ trụ của chúng ta và con người đã khám phá bề mặt của nó kể từ lần đầu phát minh ra kính thiên văn.
a545c622-2430-462b-8699-4f8c703c0ee0,21,VOCAB,2,"The more powerful weapons are, the more terrible the _____ is.",capitalism,futurism,terrorism,feminism,C,A. capitalism /ˈkæpɪtəlɪzəm/ (n): chủ nghĩa tư bản | B. futurism /ˈfjuːtʃərɪzəm (n): chủ nghĩa vị lai | C. terrorism /ˈterərɪzəm/ (n): khủng bố | D. feminism /ˈfemənɪzəm/ (n): chủ nghĩa nữ quyền. Tạm dịch: Vũ khí càng mạnh thì sự khủng bố ngày càng khủng khiếp hơn.
b4bcaea2-94fb-41bf-befe-53438995df64,29,VOCAB,2,"The most famous mark on Jupiter is the Great Red Spot, which has shown _____ in both intensity and color, and at times it has been invisible, but it always returns after a few years.",varieties,variations,variabilities,variegation,B,"A. varieties /vəˈraɪəti/ (n): sự đa dạng | B. variations /ˌveəriˈeɪʃn/ (n): sự biến đổi, sự dao động | C. variabilities /ˌveəriəˈbɪləti/ (n): tính chất có thể thay đổi được | D. variegation /ˌveəriˈgeɪʃən/ (n): tình trạng có nhiều đốm khác nhau. Tạm dịch: Điểm nổi tiếng nhất trên Sao Mộc là điểm đỏ khổng lồ, cái đã cho thấy sự biến đổi cả về mức độ lẫn màu sắc, và thỉnh thoảng nó đã biến mất Giaoandethitienganh.info nhưng luôn xuất hiện sau một vài năm."
aa414e03-1f08-4676-9fad-95b723ebf40d,12,VOCAB,2,The most important job for a family is to give ___________ support and security.,finance,emotional,personal,individual,B,A. finance (n): tài chính | B. emotional /ɪ'məʊʃənl/ (a): (thuộc) cảm xúc | C. personal (a): cá nhân | D. individual (n): các nhân. Tạm dịch: Vai trò quan trọng nhất trong một gia đình là đem lại sự hỗ trợ về mặt tinh thần và sự an toàn.
95086d30-e05a-4334-86d7-248751991f46,13,GRAMMAR,2,"The most important thing about friends for me is being able to share secrets, to tell each other your problems and share your worries, to help each other ___________.",on,at,in,out,D,"Cấu trúc: help (sb) out: giúp đỡ ai vượt qua khó khăn. Tạm dịch: Đối với tôi, điều quan trọng nhất về bạn bè là có thể chia sẻ bí mật, kể về những vấn đề của mình để cùng chia sẻ những lo lắng, và giúp đỡ lẫn nhau."
49d26af6-67cb-499c-ad2b-89d590b3d37a,17,VOCAB,2,"The movement's major _____ has included not only legal, economic, and political gains but also has changed the ways in which people live, dress, dream of their future and make a living.",achievement,civilization,status,power,A,"A. achievement /əˈtʃiːvmənt/ (n): thành tựu, sự đạt được | B. civilization /ˌsɪvəlaɪˈzeɪʃn/ (n): sự văn minh | C. status /'steɪtəs/ (n): địa vị | D. power /paʊər/ (n): sức mạnh. Tạm dịch: Thành tựu chính của phong trào không chỉ bao gồm những lợi ích hợp pháp, kinh tế, chính trị mà còn thay đổi cách con người ta sống, kiếm sống, ăn mặc, mơ ước về tương lai."
da58616b-5e59-49f8-9634-96547ff7486c,14,VOCAB,2,The movie “Schindler’s List” was ___________ on the novel “Schindler’s Ark” written by the Australian writer Thomas Keneally.,based,depended,played,performed,A,A. base /beɪs/ (v): dựa vào | B. depend (v): phụ thuộc | C. play (v): chơi | D. perform (v): trình bày. Tạm dịch: Bộ phim “Schindler’s List” dựa trên tiểu thuyết “Schindler’s Ark”.
b2865de9-67e3-4fca-9606-d67005ab3884,8,GRAMMAR,2,The NatureServe Network empowers people to sustain ___________ by making sure everyone has access to the knowledge of our shared lands and waters.,diverse,biodiverse,diversification,biodiversity,D,A. diverse /daɪˈvɜːs/ (a): đa dạng | B. biodiverse (a): đa dạng sinh thái | C. diversification (n): sự đa dạng hóa | D. biodiversity /ˌbaɪəʊdaɪˈvɜːsəti/ (n): sự đa dạng sinh thái. Căn cứ vào động từ 'sustain' ô trống ta cần một danh từ. Tạm dịch: Mạng lưới NatureServe trao quyền cho con người để duy trì sự đa dạng sinh thái bằng cách đảm bảo rằng mọi người đều tiếp cận với kiến thức về vùng đất và nguồn nước chung của chúng ta.
7cd36fa4-e8ee-4560-8f41-11b942f2dbff,20,VOCAB,2,The newly developed software has been _____ successful as it takes far less time for a receptionist to process orders than the conventional method.,regularly,markedly,permissibly,intimately,B,"A. regularly /ˈreɡjələli/ (adv): thường xuyên, đều đặn | B. markedly /ˈmɑːkɪdli/ (adv): rõ ràng, rõ rệt, đáng kể | C. permissibly /pəˈmɪsəbli/ (adv): chấp nhận được, dùng được | D. intimately /ɪntɪmətli/ (adv): thân mật, tường tận, sâu sắc. Tạm dịch: Phần mềm mới được phát triển đã thành công đáng kể vì phải mất ít thời gian hơn cho nhân viên tiếp tân xử lý đơn đặt hàng so với phương pháp thông thường."
1272742f-e58e-4635-9d83-bc80f7cf16f9,3,GRAMMAR,2,The new policies include cutting ___________ subsidies and trade barriers.,agriculture,agricultural,agriculturalist,agriculturally,B,A. agriculture /ˈæɡrɪkʌltʃə/(n): nông nghiệp | B. agricultural /ˌæɡrɪˈkʌltʃərəl/(a): thuộc nông nghiệp | C. agriculturalist /ˌæɡrɪˈkʌltʃərəlɪst/(n): nhà nông | D. agriculturally /ˌæɡrɪˈkʌltʃərəli/(adv): một cách thuần nông. Căn cứ vào danh từ 'subsidies' nên vị trí trống cần một tính từ. Tạm dịch: Các chính sách mới bao gồm cắt giảm trợ cấp nông nghiệp và các rào cản thương mại.
a21c1ff8-ebc4-46e1-ab90-bf506cbae899,11,VOCAB,2,The new teaching method is supposed to _________ students' creativity.,dedicate,inspire,stimulate,distinguish,C,"A. dedicate /'dedɪkeɪt/ (v): cống hiến | B. inspire /ɪn'spaɪər/ (v): truyền cảm hứng | C. stimulate /'stɪmjəleɪt/ (v): khuyến khích, kích thích | D. distinguish /dɪ'stɪŋgwɪʃ/ (v): phân biệt. Be supposed to do st: được cho là. Tạm dịch: Phương pháp giảng dạy mới được cho rằng sẽ kích thích sự sáng tạo của học sinh."
b54845cb-1e9f-45e6-88cb-f1e3ebff5479,28,VOCAB,2,The noise from the unruly fans celebrating their team's victory didn't until early in _____ Giaoandethitienganh.info _____ the _____ morning.,shut off,give away,let up,fall over,C,"C. shut off: khóa, tắt, ngắt | B. give away: vô ý tiết lộ bí mật, cho miễn phí | C. let up: làm dịu đi, tạnh, ngưng hẳn, giảm bớt | D. fall over: ngã lộn nhào, bị đổ. Tạm dịch: Tiếng ồn từ những người hâm mộ cuồng nhiệt đang ăn mừng chiến thắng của đội họ đã không ngưng hẳn cho đến sáng sớm."
ed36d5ec-37e0-4253-8b0b-4dd1e2ffcfb9,15,GRAMMAR,2,The novel has had a tremendous impact on entertainment and ___________.,publisher,publishing,published,publishment,B,A. publisher (n): nhà xuất bản | B. publishing /'pʌblɪʃɪŋ/ (n): việc xuất bản | C. published (a-Ved): được xuất bản | D. publishment (n): sự xuất bản. Tạm dịch: Tiểu thuyết có ảnh hưởng đáng kể lên thị trường giải trí và xuất bản.
2b3f727a-7306-4479-9887-4c4862d0e8e2,22,VOCAB,2,The _____ of modern technologies has undeniably brought so much comfort to the lives of people.,interaction,advent,emergency,identity,B,"A. interaction /ˌɪntərˈækʃn/ (n): sự tương tác | B. advent /ˈædvent (n): sự ra đời, sự mở đầu | C. emergency /ɪˈmɜːdʒənsi/ (n): trường hợp khẩn cấp | D. identity /aɪˈdentəti/ (n): tính đồng nhất. Tạm dịch: Sự ra đời của công nghệ hiện đại đã đem lại sự thuận tiện không thể phủ nhận đối với đời sống con người."
ce3fdfea-c977-4365-9c5e-6393b47608f6,21,VOCAB,2,The _____ of the future will no longer be remedial. It will be preventive.,communication,education,medicine,technology,C,"A. communication /kəˌmjuːnɪˈkeɪʃn/ (n): sự truyền đạt, liên lạc | B. education /ˌedʒuˈkeɪʃn/ (n): sự giáo dục, nền giáo dục | C. medicine /ˈmedsn/ (n): thuốc,y học | D. technology /tekˈnɒlədʒi/ (n): kỹ thuật, công nghệ. Tạm dịch: Thuốc của tương lai sẽ không còn để điều trị. Nó sẽ được dùng để phòng ngừa."
2c0b444b-1e53-4fa2-a591-dda3e454780d,22,VOCAB,2,The _____ of the Internet has played an important part in the development of communication.,research,occurrence,invention,display,C,"A. research /rɪˈsɜːtʃ/ (n): cuộc nghiên cứu | B. occurrence /əˈkʌrəns/ (n): sự xảy ra | C. invention /ɪnˈvenʃn/ (n): sự phát minh | D. display /dɪˈspleɪ/ (n): sự phô bày, trưng bày. Tạm dịch: Sự phát minh ra Internet đóng một vai trò quan trọng trong sự phát triển liên lạc."
2e057ed9-fa66-4bcf-9474-62254e0c57be,6,VOCAB,2,The ___________ of these toxic substances into the environment is potentially devastating.,delivery,release,distribution,research,B,"A. delivery /dɪˈlɪvəri/(n): sự phân phát, vận chuyển | B. release /rɪˈliːs/(n/v): sự thải ra, phát ra | C. distribution /ˌdɪstrɪˈbjuːʃn/(n): sự phân bố | D. research /rɪˈsɜːtʃ/(n): nghiên cứu. Tạm dịch: Việc xả thải các chất độc hại ra môi trường gây ra nhiều tàn phá nghiêm trọng."
97895225-7de2-486c-9ee3-d7ac0125821a,20,VOCAB,2,The _____ of the two unused plantations proved such a financial burden that the manager was forced to sell one.,upsurge,upshot,upkeep,uproar,C,"A. upsurge /ˈʌpsɜːdʒ/ (n): sự bộc phát, tăng lên đột ngột | B. upshot /ˈʌpʃɒt/ (n): kết quả cuối cùng, kết cục | C. upkeep /ˈʌpkiːp/ (n): chi phí bảo dưỡng, sửa sang | D. uproar /ˈʌprɔːr/ (n): sự náo động, 'ôn ào. Tạm dịch: Chi phí sửa sang của hai đồn điền không được sử dụng đã cho thấy có một gánh nặng tài chính đến mức người quản lý buộc phải bán một"
e6b31bf3-6bdb-47ea-815b-c6e91bfce95c,19,GRAMMAR,2,The only structure to remain intact is the Flag Tower of Hanoi built in 1812 during the Nguyen _____,Feudalism,Royal,Empire,Dynasty,D,"A. feudalism /ˈfjuːdəlɪzəm/ (n): chế độ phong kiến | B. royal /ˈrɔɪəl/ (n): người trong hoàng tộc; hoàng thân | C. empire /ˈempaɪər/ (n): đế chế, đế quốc | D. dynasty /ˈdɪnəsti/ (n): triều đại. Tạm dịch: cấu trúc duy nhất vẫn còn nguyên vẹn là cột cờ Hà Nội cái mà đã được xây vào năm 1812 dưới triều nhà Nguyễn."
35ea046d-f369-468c-9963-14f4095d638f,10,VOCAB,2,The operation could ___________ his life by two or three years.,prolong,longevity,prolonging,length,A,"A. prolong /prəˈlɒŋ/ (v): kéo dài | B. longevity /lɒnˈdʒevəti/ (n): tuổi thọ | D. length /leŋθ/ (n): chiều dài, độ dài. Tạm dịch: Cuộc phẫu thuật có thể kéo dài sự sống cho cậu bé thêm 2 hoặc 3 năm nữa."
7c7a4a93-b80d-49e0-b652-04127b550f5e,24,VOCAB,2,"The opposition will be elected into government at the next election, without a _____ of a doubt.",shade,shadow,benefit,hue,B,Cụm từ: without a shadow of doubt: không mảy may nghi ngờ gì. Tạm dịch: Đảng đối lập sẽ được bầu chọn vào chính phủ tại phiên bầu cử tới mà không có sự nghi ngờ gì.
cab1c70a-88a4-4c75-a5fb-6e5a35488804,24,GRAMMAR,2,"The organization believes that immunization, which prevents the six major diseases of childhood - diphtheria, measles, poliomyelitis, tetanus, tuberculosis, and whooping cough-should be _____ to all children who need it.",prepared,concerned,interested,available,D,"A. prepared /prɪˈpeəd/ (v-ed): chuẩn bị | B. concerned /kənˈsɜːnd/ (v-ed): quan tâm | C. interested /ˈɪntrəstɪd/ (v-ed): hứng thú | D. available /əˈveɪləbl/ (a): có sẵn. Tạm dịch: Tổ chức này tin rằng tiêm chủng, ngăn ngừa sáu bệnh chính của trẻ em - bạch hầu, sởi, viêm đa cơ, uốn ván, lao và ho gà - nên có sẵn cho tất cả trẻ em cần điều trị."
4147f3c7-92b9-4e11-a858-a1bb6f2f6c1c,23,GRAMMAR,2,The over-reliance on some social networking platforms like Facebook or Twitter may deprive their users _____ fundamental social skills.,from,away,of,over,C,Cấu trúc: deprive st of sb: tước đoạt cái gì của ai. Tạm dịch: Sự phụ thuộc quá mức vào những trang mạng xã hội như Facebook hoặc Twitter có thể tước đi của người dùng những kĩ năng xã hội cơ bản.
6fa542d7-5b04-4730-910f-9967c7c71c93,28,VOCAB,2,The Panorama is a rather _____ hotel in a black street near the city center.,run-down,ill-equipped,broken-down,worn-out,A,"A. run-down /rʌn ˈdaʊn / (a): kiệt sức, trong tình trạng tồi tàn, đổ nát | B. ill-equipped /ˌɪl ɪˈkwɪpt/ (a): trang bị kém, thiếu cơ sở vật chất | C. broken-down /ˌbrəʊkən ˈdaʊn/ (a): hỏng hóc | D. worn-out /ˌwɔːn ˈaʊt/ (a): hao mòn, mệt lử. Tạm dịch: Một nơi có âm nhạc và khiêu vũ, với những bữa tiệc vào ban đêm, được gọi là hộp đêm"
080c69b6-f509-422c-8774-af57c5a96f6e,28,VOCAB,2,The party was already _____ dancing happily together. by the time we arrived. Everyone was singing and,in full swing,up in the air,over the moon,under a cloud,A,"A. in full swing: hoạt động ở mức độ cao nhất/sôi nổi nhất | B. up in the air: không chắc chắn, không đáng tin cậy, không rõ ràng | C. over the moon: rất vui sướng | D. under a cloud: lâm vào hoàn cảnh buồn, bị thất thế. Tạm dịch: Bữa tiệc đã diễn ra rất sôi động khi chúng tôi đến. Mọi người cùng hát và nhảy múa vui vẻ."
cfca3def-2df7-49f3-8d31-5b08f96af1a8,30,VOCAB,2,"The plague known as the Black Death was a _____ disease in the 18th century. However, this epidemic is now controlled thanks to advancements in medical science.",contingent,contiguous,contagious,congenial,C,"A. contingent /kənˈtɪndʒənt/ (a) : không chắc chắn, ngẫu nhiên, tình cờ | B. contiguous /kənˈtɪɡjuəs/ (a): kề giáp, bên cạnh | C. contagious /kənˈteɪdʒəs/ (a): truyền nhiễm, dễ lây qua tiếp xúc | D. congenial /kənˈdʒiːniəl/ (a): cùng tính chất, hợp nhau, thích hợp. Tạm dịch: Bệnh dịch hạch được biết đến như là Cái Chết Đen là một căn bệnh truyền nhiễm trong thế kỷ 18. Tuy nhiên, dịch bệnh này hiện đang được kiểm soát nhờ vào những tiến bộ trong khoa học y tế."
eaa9a387-b566-482d-b5e4-e71437c38b3e,16,GRAMMAR,2,The planet's poorest nations have yet to find effective ways to check their population increase at least without _____ citizens' rights and violating such traditions as the custom of having large families as insurance in old age.,restrict,restriction,restricting,restrictive,C,A. restrict /rɪ'strɪkt/ (v): hạn chế | B. restriction /rɪ'strɪkʃən/ (n): sự hạn chế | C. restricting /rɪ'strɪktɪŋ/ (v-ing): hạn chế | D. restrictive /rɪ'strɪktɪv/ (a): hạn chế. Cấu trúc: without + Ving: mà không làm gì. Tạm dịch: Những quốc gia nghèo nhất hành tinh vẫn chưa tìm ra những cách hiệu quả để kiểm soát sự gia tăng dân số - ít nhất là không hạn chế quyền công dân và xâm phạm truyền thống như phong tục đông con là sự bảo đảm cho tuổi già.
ec835ce9-cdec-4d35-ace0-2da9b68e62f2,30,VOCAB,2,The plan to produce eco-friendly synthetic products which can replace plastic _____ due to a lack of capital.,fell through,dropped off,dropped away,fell away,A,"A. fell through: (diễn ra) thất bại, hỏng | B. dropped off: giảm (về số lượng, chất lượng) | C. dropped away: trở nên dần dần ít, nhỏ hơn hoặc yếu hơn | D. fell away: bỏ, rời bỏ, rụng rời. Tạm dịch: Các kế hoạch để sản xuất một sản phẩm tổng hợp thân thiện với sinh thái mà có thể thay thế nhựa đã thất bại do thiếu vốn."
