FileAudio,Transcripts,Question,Option A,Option B,Option C,Option D,Correct Answer
AudioTrack 27.mp3,"Tom: Do you want to make a start on our Natural Earth project? I think our idea of a lightning safety presentation is great, don't you, Rachel?
Rachel: Yes, I think it'll be really good. I have a few ideas already.
Emma: Great, me too! I think we should divide it into two parts. What to do if you're inside when lightning strikes, and what to do if you're outside. What do you think?
Rachel: That's good, but we need more. Something about planning for this kind of event, and also what to do if someone gets hit by lightning.
Emma: Oh, I can't believe I forgot that. Of course! Well, what should we talk about in the first part?
Tom: I think we should say it's important to be aware. Lightning is always before rain, so don't wait until it rains. As soon as you hear thunder or lightning, you should get inside.
Emma: Okay, yes, and then if you're indoors, you should avoid water. Stay away from doors and windows, and don't use the telephone.
Rachel: Or any electrical equipment. In fact, if you can, switch it off first. And you should wait half an hour after the last clap of thunder before going back outside.
Emma: And if you're outside when it storms, you also need to avoid water. Try and get inside as soon as possible. There are certain things you should avoid: open spaces, anything large and made of metal, and of course, the obvious one: trees. But we should mention that if lightning strikes very near you, you need to crouch down.
Rachel: Oh, is that right? I thought you had to stand still.
Emma: No, that's actually wrong. You're supposed to crouch down, and put your hands over your ears. The noise can damage your hearing if you don't.
Tom: Okay, I think we've got quite a lot here. Only the last part to go. Now, what to do if someone gets hit?
Rachel: I think we should say that it's very rare for someone to get hit by lightning. Our talk sounds as if there's danger all around. We should try and make it sound a bit more reassuring.
Emma: Yes, you're right. We'll say it doesn't happen often. It's just better to be safe than sorry. But what should we say about getting hit by lightning?
Rachel: Well, I think we should say it's safe to touch people who have been hit by lightning. They don't have any electrical charge. If there's a first aider around, then they should help them. Otherwise, it's just best to call for an ambulance. And we should remind our audience that 80% of lightning victims don't get fatally injured. That should calm everyone's nerves.","What is the topic of the students' group presentation?
(A) Monsoons and floods
(B) Planning for a camping trip
(C) Lightning safety
(D) Extreme weather in the UK",Monsoons and floods,Planning for a camping trip,Lightning safety,Extreme weather in the UK,C
,,"According to the students, what should you do as soon as you hear thunder or lightning?
(A) Go outside to look at it
(B) Stand perfectly still
(C) Get inside immediately
(D) Wait until it starts raining",Go outside to look at it,Stand perfectly still,Get inside immediately,Wait until it starts raining,C
,,"What is one thing you should avoid doing if you are indoors during a storm?
(A) Crouching down
(B) Using the telephone
(C) Switching off electrical equipment
(D) Sitting near a wall",Crouching down,Using the telephone,Switching off electrical equipment,Sitting near a wall,B
,,"What should you do if you are outside and lightning strikes very near you?
(A) Stand still and look up
(B) Run to the nearest tree
(C) Crouch down and cover your ears
(D) Lie down flat on the ground",Stand still and look up,Run to the nearest tree,Crouch down and cover your ears,Lie down flat on the ground,C
,,"What reassuring fact about lightning strikes does Rachel want to include in the presentation?
(A) Lightning never strikes the same place twice.
(B) 80% of lightning victims do not get fatally injured.
(C) Only 10% of lightning storms are dangerous.
(D) Lightning is always followed by heavy rain.",Lightning never strikes the same place twice.,80% of lightning victims do not get fatally injured.,Only 10% of lightning storms are dangerous.,Lightning is always followed by heavy rain.,B
AudioTrack 26.mp3,"Roger: Hi, Debbie.
Debbie: Roger, hi. How are you?
Roger: Oh, I've been struggling with my Natural Earth assignment. It's proving to be really difficult.
Debbie: The one for Professor Black? Me too. I'm writing about volcanic activity. What are you doing yours on?
Roger: Acid rain. I thought that would be okay, but the process is really complicated.
Debbie: Well, I can help you with it. I know a lot about acid rain. I studied the causes and effects last year.
Roger: Really? Oh, that's great! I've done some work on the causes. I'm going to write that acid rain is caused by sulfur dioxide from power plants and smelters. Basically, this reacts in the atmosphere to form acid rain.
Debbie: Ah, but it's not just sulfur dioxide. It's also nitrogen oxides.
Roger: Really?
Debbie: Yes, from things like car exhausts.
Roger: But aren't nitrogen oxides also caused by natural events, too?
Debbie: Yes, they're a minor factor, but I think they're worth mentioning. But sorry, carry on.
Roger: Thanks. I might add that. So anyway, these emissions react in the atmosphere with water, oxygen, and oxidants to form acidic compounds like sulfuric acid. These compounds then fall to earth.
Debbie: Are you going to mention the different ways they return to the ground?
Roger: Do you mean wet and dry deposition?
Debbie: Yes. So you've done a bit of background reading then?
Roger: Yes. So, if I've got it right, acid rain often comes down as rain, but also as snow or fog. This is wet deposition. I'm also going to define it as any form of precipitation that removes acids from the atmosphere.
Debbie: Yes, I think that's a good term to define it.
Roger: Dry deposition... well, I think that's when the pollutants stick to the ground through dust. I'm not really sure how to define it, though, compared to wet deposition.
Debbie: Just think of it as any pollutants that are not caused through precipitation. That's probably the best way. Did you know that sunlight can enhance the effects of acid rain as well?
Roger: No, I didn't. Oh, there's so much to think about. I'm sure I'll go over my word limit.
Debbie: Well, you sound like you know a lot about the subject. Just try and keep your focus. I've had the same problem writing about volcanoes. There's just so much!","What topic is Debbie writing her assignment on?
(A) Acid rain
(B) Volcanic activity
(C) Power plants
(D) Extreme weather",Acid rain,Volcanic activity,Power plants,Extreme weather,B
,,"According to Debbie, besides sulfur dioxide, what else contributes to causing acid rain?
(A) Carbon dioxide
(B) Nitrogen oxides
(C) Oxygen
(D) Dust particles",Carbon dioxide,Nitrogen oxides,Oxygen,Dust particles,B
,,"What is one common source of nitrogen oxides mentioned in the conversation?
(A) Smelters
(B) Power plants
(C) Car exhausts
(D) Sunlight",Smelters,Power plants,Car exhausts,Sunlight,C
,,"How does Roger plan to define ""wet deposition"" in his assignment?
(A) Any pollutants that are not caused through precipitation.
(B) When pollutants stick to the ground through dust.
(C) Any form of precipitation that removes acids from the atmosphere.
(D) The process of sunlight enhancing the effects of acid rain.",Any pollutants that are not caused through precipitation.,When pollutants stick to the ground through dust.,Any form of precipitation that removes acids from the atmosphere.,The process of sunlight enhancing the effects of acid rain.,C
,,"How does Debbie suggest Roger should define ""dry deposition""?
(A) As pollutants that react with oxygen in the atmosphere.
(B) As any pollutants that are not caused through precipitation.
(C) As acid rain that falls only as snow or fog.
(D) As emissions coming specifically from smelters.",As pollutants that react with oxygen in the atmosphere.,As any pollutants that are not caused through precipitation.,As acid rain that falls only as snow or fog.,As emissions coming specifically from smelters.,B
